NÚM.,NÚMERO DE IDENTIFICACIÓN,CARÁCTER,NOMBRE,SIGLAS DEPENDENCIA O ENTIDAD,ESTATUS,FECHA JUNTA DE ACLARACIONES,FECHA DE PRESENTACIÓN Y APERTURA DE PROPOSICIONES,TIPO DE PUBLICACIÓN,TIPO DE CONTRATACIÓN,CÓDIGO DE EXPEDIENTE,UNIDAD COMPRADORA,ENTIDAD FEDERATIVA
1174,AA-16-RHQ-016RHQ001-N-426-2026,NACIONAL,SERVICIO DE ASISTENCIA TÉCNICA ESPECIALIZADA PARA EL ANÁLISIS,CONAFOR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00005348,"016RHQ001 - GERENCIA DE RECURSOS MATERIALES, UNIDAD DE ADMINISTRACION Y FINANZAS",JALISCO
1175,AA-11-L6W-011L6W001-N-75-2023,NACIONAL,ADQUISICION DE MATERIAL ELECTRICO,CONAFE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00049716,"011L6W001 - DIRECCION DE ADMINISTRACION Y FINANZAS, SUBDIRECCION DE RECURSOS MATERIALES",SONORA
1176,AA-50-GYR-050GYR001-I-179-2023,INTERNACIONAL ABIERTO,"GRUPOS 060, 070 Y 080 MATERIAL DE CURACIÓN, RADIOLÓGICO Y LABORATORIO",IMSS,ADJUDICADO PARCIAL,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00049986,"050GYR001 - DEL. GUERRERO, COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO",GUERRERO
1177,AA-11-L4J-011L4J995-N-212-2023,NACIONAL,SPORT-KLENZ CONCENTRADO ESTERILIZANTE DESINFECTANTE EN FRIO MEZCLA ESTABILIZADA,CINVESTAV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00050274,011L4J995 - SUBDIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
1178,AA-50-GYR-050GYR058-T-330-2023,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,T330 ADJUDICACIÓN DIRECTA DE MEDICINAS Y PRODUCTOS FARMACÉUTICOS,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00049521,"050GYR058 - UMAE HOSPITAL DE ESPECIALIDADES NO. 1 CMN BAJIO, DEPARTAMENTO DE ABASTECIMIENTO",GUANAJUATO
1179,AA-11-MAX-011MAX001-N-43-2023,NACIONAL,ADQUISICION DE PAPEL,IEPSA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00038870,011MAX001 - SUBGERENCIA DE ADQUISICIONES Y CONTRATACION DE SERVICIOS,CIUDAD DE MÉXICO
1180,AA-06-A00-006A00997-N-858-2023,NACIONAL,04-22-2022 SERVICIOS PROFESIONALES PARA LA ELABORACIÓN DE AVALÚOS,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00039377,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
1181,AA-47-AYL-006AYL998-N-395-2023,NACIONAL,SERVICIO DE EDICIÓN Y POSTPRODUCCIÓN DE PROGRAMAS ESPECIALES Y PIEZAS INFORMATIV,SPR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00038523,006AYL998 - UNIDAD DE ADMINISTRACIÓN Y FINANZAS,CIUDAD DE MÉXICO
1182,AA-11-B00-011B00001-N-2607-2023,NACIONAL,PRESTACION DE SERVICIOS PROFESIONALES CENLEX SANTO TOMAS,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00038402,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
1183,AA-12-NDY-012NDY001-N-198-2023,NACIONAL,REVISAR LA GLOBAL DATABASE ON THE IMPLEMENTATION OF NUTRITION ACTION (GINA-OMS).,INSP,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00037715,012NDY001 - DEPARTAMENTO DE SERVICIOS GENERALES Y MANTENIMIENTO,MORELOS
1184,AA-08-VSS-008VSS983-N-474-2024,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00102056,008VSS983 - DIRECCIÓN DE COMERCIALIZACIÓN,MÉXICO
1185,AA-89-Y52-930087056-N-39-2024,NACIONAL,"SALONES, EQUIPO AUDIOVISUAL,COFFE BREAK Y HOSPEDAJE.",SEV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00090514,930087056 - DIRECCIÓN DE ADQUISICIONES Y ARRENDAMIENTO DE INMUEBLES,VERACRUZ
1186,AO-16-B00-016B00004-N-120-2024,NACIONAL,"TRABAJOS DE REHABILITACIÓN EN LOS AFLUENTES DEL RÍO DE LOS REMEDIOS, EN VARIOS M",CONAGUA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,OBRA PÚBLICA,E-2024-00100585,"016B00004 - ORGANISMO DE CUENCA AGUAS DEL VALLE DE MEXICO, DIRECCION DE ADMINISTRACION",CIUDAD DE MÉXICO
1187,AA-11-B00-011B00001-N-3146-2024,NACIONAL,PRESTACIÓN DE SERVICIO PROFESIONALES PARA LA BIBLIOTECA DE ESIME TICOMÁN,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00041614,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
1188,AA-11-B00-011B00001-N-2447-2024,NACIONAL,CONTRATACIÓN DE SERVICIOS PROFESIONALES CURSO COMIPEMS DEL CECYT3,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00030965,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,MÉXICO
1189,AA-08-VSS-008VSS985-N-140-2024,NACIONAL,FABRICA DE JABON LA CORONA CHETUMAL,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00031573,008VSS985 - GERENCIA REGIONAL PENINSULAR,QUINTANA ROO
1190,AA-08-VSS-008VSS990-N-74-2024,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00040525,"008VSS990 - GERENCIA REGIONAL HIDALGO, SUBGERENCIA DE ABASTO",HIDALGO
1191,AA-11-B01-011B01001-N-1496-2024,NACIONAL,REALIZADOR,ONCETV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00035199,011B01001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1192,AA-10-LAU-010LAU001-N-49-2024,NACIONAL,SUMINISTRO DE GASES ESPECIALES,SGM,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00041442,010LAU001 - SUBGERENCIA DE ADQUISICIONES,CHIHUAHUA
1193,AA-08-VSS-008VSS990-N-82-2024,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00040883,"008VSS990 - GERENCIA REGIONAL HIDALGO, SUBGERENCIA DE ABASTO",HIDALGO
1194,AA-08-VSS-008VSS967-N-303-2024,NACIONAL,"LA ITALIANA, S.A. DE C.V.",APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00101672,008VSS967 - UNIDAD OPERATIVA QUINTANA ROO-ABASTO,QUINTANA ROO
1195,AA-08-VSS-008VSS990-N-452-2024,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00102611,"008VSS990 - GERENCIA REGIONAL HIDALGO, SUBGERENCIA DE ABASTO",HIDALGO
1196,AA-08-VSS-008VSS976-N-487-2024,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00099688,"008VSS976 - UNIDAD OPERATIVA MIXTECA, ABASTO",OAXACA
1197,AA-38-90S-03890S999-N-37-2024,NACIONAL,SERVICIO DE MANTENIMIENTO CORRECTIVO A TABLERO ELECTRICO Y A TUBERIA DE AIRE.,CIO,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00103160,03890S999 - DIRECCION ADMINISTRATIVA,GUANAJUATO
1198,AA-11-B01-011B01001-N-3115-2024,NACIONAL,JEFE MESA DE REDACCIÓN PORTAL ONCE NOTICIAS,ONCETV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00103464,011B01001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1199,AA-56-AYO-056AYO939-N-28-2026,NACIONAL,SERVICIO DE LAVANDERIA,IMSS-BIENESTAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00033810,056AYO939 - HOSPITAL DE ESPECIALIDADES PEDIATRICAS,CHIAPAS
1200,AA-48-410-048410003-N-1027-2026,NACIONAL,PRESTACIÓN DE SERVICIOS ARTÍSTICOS,CULTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00033180,048410003 - DEPARTAMENTO DE COMITE,CIUDAD DE MÉXICO
1201,AA-86-X67-927001975-N-26-2024,NACIONAL,BIENES INFORMATICOS DEL REGISTRO CIVIL,086X67,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00091391,927001975 - UNIDAD DE ADMINISTRACIÓN Y FINANZAS,TABASCO
1202,AA-51-GYN-051GYN024-N-29-2025,NACIONAL,MATERIAL DE CURACION DE ALTA ESPECIALIDAD,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00013888,051GYN024 - COORDINACION DE RECURSOS MATERIALES,SINALOA
1203,AA-79-ZI2-920042950-N-17-2024,NACIONAL,ADQUISICIÓN DE BIENES MUEBLES E INTANGIBLES,SSO,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00012995,920042950 - UNIDAD DE RECURSOS MATERIALES Y SERVICIOS GENERALES,OAXACA
1204,AA-48-E00-048E00995-N-370-2025,NACIONAL,SERVICIOS PARA COADYUVAR EN LA PROGRAMACIÓN Y SEGUIMIENTO DE LAS ACTIVIDADES,INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00012645,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
1205,AA-27-830-027000002-N-174-2026,NACIONAL,"SERVICIOS DE INSPECCIÓN, CONTROL Y VIGILANCIA DGPCMC2",SABG,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00023595,027000002 - DIRECCIÓN GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1206,AA-48-410-048410003-N-405-2026,NACIONAL,"PRESTACIÓN DE SERVICIOS PROFESIONALES CONSISTENTES EN LA ELABORACIÓN DEL DISEÑO,",CULTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00018319,048410003 - DEPARTAMENTO DE COMITE,CIUDAD DE MÉXICO
1207,AA-08-VSS-008VSS995-N-645-2025,NACIONAL,ABARROTES NO COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00022846,"008VSS995 - ALIMENTACIÓN PARA EL BIENESTAR - UNIDAD OPERATIVA QUERÉTARO, ABASTO",QUERÉTARO
1208,AA-48-410-048410003-N-657-2026,NACIONAL,"SERVICIOS PROFESIONALES CONSISTENTES EN APOYOS TÉCNICOS EN UTILERIA, ENSAYOS, FU",CULTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00025974,048410003 - DEPARTAMENTO DE COMITE,CIUDAD DE MÉXICO
1209,AA-08-VSS-008VSS001-N-668-2025,NACIONAL,ABARROTES NO COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00028281,008VSS001 - GERENCIA REGIONAL SURESTE,TABASCO
1210,AA-08-VSS-008VSS013-N-1225-2023,NACIONAL,LECHE SUBSIDIADA,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00131449,008VSS013 - GERENCIA REGIONAL OAXACA,OAXACA
1211,AA-47-AYL-006AYL998-N-80-2024,NACIONAL,SERVICIO PROFESIONAL PARA LA OPERACIÓN Y MANTENIMIENTO DE LA ESTACIÓN RETRANSMIS,SPR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00001379,006AYL998 - UNIDAD DE ADMINISTRACIÓN Y FINANZAS,CIUDAD DE MÉXICO
1212,AA-50-GYR-050GYR998-N-1082-2023,NACIONAL,AA-50-GYR-050GYR998-N-1082-2023,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00128515,"050GYR998 - UMAE, HOSPITAL DE ESPECIALIDADES, C.M.N. SIGLO XXI",CIUDAD DE MÉXICO
1213,AA-50-GYR-050GYR030-N-35-2024,NACIONAL,AA - N-35- 2024 - SERVICIO DE GUARDERÍAS A TRAVÉS DE TERCEROS EN LOS ESQUEMAS VE,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00134456,050GYR030 - COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,BAJA CALIFORNIA SUR
1214,AO-66-050-907005975-N-12-2023,NACIONAL,TEMPLO DE LA VIRGEN DE LA NATIVIDAD (2DA. ETAPA) (REHABILITACIÓN),SEINFRA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,OBRA PÚBLICA,E-2023-00134108,907005975 - UNIDAD DE SERVICIOS TECNICOS,CHIAPAS
1215,AA-11-B01-011B01001-N-87-2024,NACIONAL,ENLACE DE AGILIZACIÓN Y GESTIÓN ADMINISTRATIVA DE PRODUCCIÓN,ONCETV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00000075,011B01001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1216,AA-51-GYN-051GYN060-N-54-2023,NACIONAL,SERVICIO MEDICO SUBROGADO DE COMUNICACIÓN HUMANA.,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00003257,051GYN060 - DEPARTAMENTO DE RECURSOS MATERIALES Y OBRAS,DURANGO
1217,AA-11-B01-011B01001-N-680-2024,NACIONAL,ANALISTA--,ONCETV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00002324,011B01001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1218,AA-51-GYN-051GYN905-N-100-2024,NACIONAL,APOYO ADMINISTRATIVO PARA EL SEGUIMIENTO Y TRÁMITE DEL PROGRAMA DE LIQUIDACIÓN S,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00003510,051GYN905 - SUBDIRECCION DE ADMINISTRACION,CIUDAD DE MÉXICO
1219,AA-11-B01-011B01001-N-744-2024,NACIONAL,INGENIERO DE SOPORTE TÉCNICO EN TI,ONCETV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00003004,011B01001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1220,AA-06-A00-006A00997-N-64-2024,NACIONAL,03-23-689   SERVICIOS PROFESIONALES PARA LA ELABORACIÓN DEL AVALÚO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00002489,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
1221,AA-15-412-015000999-N-124-2024,NACIONAL,PRESTADOR DE SERVICIOS,SEDATU,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00004301,015000999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1222,AA-20-400-020000884-N-14-2023,NACIONAL,"CONTRATO PARA LA PRESTACIÓN DEL SERV DE RENTA DE MOBILIARIO, ENERO DE 2023 III",BIENESTAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ARRENDAMIENTOS,E-2023-00003063,020000884 - SUBDELEGACION DE ADMINISTRACION,MÉXICO
1223,AA-14-P7R-014P7R001-N-7-2023,NACIONAL,SERVICIO DE SEGURIDAD Y VIGILANCIA EN HERMOSILLO,INFONACOT,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00003013,"014P7R001 - DIRECCION DE RECURSOS MATERIALES Y SERVICIOS GENERALES, SUBDIRECCION GENERAL DE ADMON",SONORA
1224,AA-11-B00-011B00001-N-36-2023,NACIONAL,SERVICIOS PROFESIONALES PARA LA DIRECCIÓN DE RECURSOS MATERIALES,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00002839,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
1225,AA-11-L5N-011L5N002-N-9-2023,NACIONAL,SERVICIO PROFESIONAL PARA EL DESARROLLO DE INSTRUMENTOS EXACER ÁREA INFORMÁTICA,COLBACH,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00002378,011L5N002 - UNIDAD DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1226,AA-11-B00-011B00001-N-5757-2024,NACIONAL,PRESTACION DE SERVICIOS PROFESIONALES ESIQIE-PSP-964-2024,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00098700,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
1227,AA-11-MAX-011MAX001-N-307-2024,NACIONAL,ADQUISICIÓN DE PAPEL,IEPSA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00105842,011MAX001 - SUBGERENCIA DE ADQUISICIONES Y CONTRATACION DE SERVICIOS,CIUDAD DE MÉXICO
1228,AA-13-312-013000999-I-1110-2024,INTERNACIONAL ABIERTO,NAC 13-1168/24 REQ 1660 CEMENAV163 OTROS MATERIALES Y ARTÍCULOS DE CONSTRUCCIÓN,SEMAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00090516,013000999 - DIRECCION GENERAL ADJUNTA DE ADQUISICIONES,CIUDAD DE MÉXICO
1229,AA-11-L4J-011L4J997-N-32-2024,NACIONAL,SERVICIO DE CURSOS DE INGLÉS ESPECIALIZADO PARA ALUMNOS,CINVESTAV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00023856,"011L4J997 - UNIDAD GUADALAJARA, JALISCO",JALISCO
1230,AA-48-E00-048E00995-N-665-2024,NACIONAL,"INTEGRACIÓN INFORMACION  ELABORACIÓN REPORTES EVENTOS, APLICACIÓN ENCUESTAS",INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00023324,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
1231,AA-48-E00-048E00995-N-716-2024,NACIONAL,"COADYUVAR EN LA REDACCIÓN, REVISIÓN, EDICIÓN Y CORRECCIÓN DE LOS TEXTOS",INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00028763,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
1232,AA-11-B00-011B00001-N-1392-2024,NACIONAL,SERVICIOS PROFESIONALES,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00023773,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
1233,AA-11-B00-011B00001-N-4684-2024,NACIONAL,MANTENIMIENTO A LETREROS DE LOS ACCESOS VEHICULARES DE LA UPALM DEL IPN.,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00059777,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
1234,AA-11-B00-011B00001-N-5107-2024,NACIONAL,ADQUISICION DE MEDICINAS Y PRODUCTOS FARMACÉUTICOS,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00063523,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
1235,AA-48-F00-048F00999-N-75-2025,NACIONAL,LUCERO DÍAZ OJEDA,E-Radio,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00059481,048F00999 - JEFATURA DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1236,AA-12-NBG-012NBG003-I-406-2025,INTERNACIONAL ABIERTO,RM-AF-0342/25,HIM,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00060663,012NBG003 - SUBDIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
1237,AA-48-410-048410003-N-1049-2025,NACIONAL,SERVICIOS PROFESIONALES CONSISTENTES EN COADYUVAR CON LA FORMULACIÓN Y REVISIÓN,CULTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00057472,048410003 - DEPARTAMENTO DE COMITE,CIUDAD DE MÉXICO
1238,AA-11-B00-011B00001-N-5573-2024,NACIONAL,PRESTACIÓN DE SERVICIOS PROFESIONALES ESIQIE-PSP-686-2024,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00084162,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
1239,AA-06-A00-006A00997-N-1682-2024,NACIONAL,03-24-264   SERVICIOS PROFESIONALES PARA LA ELABORACIÓN DEL AVALÚO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00081281,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
1240,AA-08-VSS-008VSS972-N-499-2024,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00086693,008VSS972 - UNIDAD OPERATIVA ACAYUCAN,VERACRUZ
1241,AA-08-VSS-008VSS008-N-610-2024,NACIONAL,ABARROTES NO COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00086920,008VSS008 - SUBGERENCIA OPERACIONES REGIONAL NORTE CENTRO,CHIHUAHUA
1242,AA-16-RHQ-016RHQ001-N-381-2023,NACIONAL,PROVEEDOR DE SERVICIOS PROFESIONALES,CONAFOR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00006381,"016RHQ001 - GERENCIA DE RECURSOS MATERIALES, UNIDAD DE ADMINISTRACION Y FINANZAS",JALISCO
1243,AA-12-NBV-012NBV001-N-9-2023,NACIONAL,PROGRAMA DE ATENCIÓN E INVESTIGACIÓN DEL CÁNCER DE PULMÓN EN POBLACIÓN ALTAMENTE,INCAN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00006923,012NBV001 - DIRECCION DE ADMINISTRACION,CIUDAD DE MÉXICO
1244,AA-11-MAX-011MAX001-N-369-2024,NACIONAL,ADQUISICIÓN DE PAPEL,IEPSA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00106371,011MAX001 - SUBGERENCIA DE ADQUISICIONES Y CONTRATACION DE SERVICIOS,CIUDAD DE MÉXICO
1245,AA-06-HIU-006HIU001-N-16-2025,NACIONAL,"SERVICIOS DE RECEPCIÓN, REVISIÓN, REGISTRO Y PARAMETRIZACIÓN DE EXPEDIENTES",NAFIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00015007,006HIU001 - SUBGERENCIA DE ADQUISICIONES,CIUDAD DE MÉXICO
1246,AA-08-VSS-008VSS998-N-1081-2024,NACIONAL,FRIJOL A GRANEL,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00101693,008VSS998 - DIRECCIÓN COMERCIAL,CIUDAD DE MÉXICO
1247,AA-51-GYN-051GYN022-N-63-2024,NACIONAL,SERVICIO DE RECARGA Y PRUEBA HIDROSANITARIA A EXTINTORES,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00098821,051GYN022 - DEPARTAMENTO DE RECURSOS MATERIALES Y OBRAS,TLAXCALA
1248,AA-08-VSS-008VSS974-N-251-2025,NACIONAL,PAPEL HIGIENICO PREMIER 400 H.D. Y PAPEL HIGIENICO BIG ROLL 550 H.D.,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00092722,008VSS974 - UNIDAD OPERATIVA COAHUILA,COAHUILA DE ZARAGOZA
1249,AA-08-VSS-008VSS992-N-231-2025,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00092556,"008VSS992 - GERENCIA REGIONAL OCCIDENTAL, ABASTO",JALISCO
1250,AA-08-VSS-008VSS991-N-331-2025,NACIONAL,HARINA DE MAÍZ,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00095437,"008VSS991 - UNIDAD OPERATIVA SAN LUIS POTOSÍ, SUBGERENCIA DE LA UNIDAD OPERATIVA",SAN LUIS POTOSÍ
1251,AA-13-J2V-013J2V001-N-34-2025,NACIONAL,"RENOVACIÓN DE LICENCIAS DE ANTIVIRUS KASPERSKY, POR UN AÑO",	ASIPONA-Puerto Vallarta,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00093253,"013J2V001 - PUERTO VALLARTA-GERENCIA DE ADMINISTRACION Y FINANZAS, DIRECCION GENERAL",JALISCO
1252,AA-38-91I-03891I999-N-104-2025,NACIONAL,MANTENIMIENTO A MICROSCOPIO INFRARROJO,COLMICH,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00091596,03891I999 - DEPARTAMENTO DE RECURSOS MATERIALES,MICHOACÁN DE OCAMPO
1253,AA-08-VSS-008VSS991-N-250-2025,NACIONAL,HARINA DE MAIZ,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00093779,"008VSS991 - UNIDAD OPERATIVA SAN LUIS POTOSÍ, SUBGERENCIA DE LA UNIDAD OPERATIVA",SAN LUIS POTOSÍ
